ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Bacteria	Type_of_Protein2
WP_226537660	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9577.62	3.9837	0.977	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.360114	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537662	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	17473.55	7.1849	0.157	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	pyocin_knob_domain-containing_protein,_partial_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.457197	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537663	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	24841.94	4.8161	0.706	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF4376_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.730629	Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537666	-	-	-	-	-	-	-	-	-	-	-	BETA	0	7	6	12	0	1	-	-	-	-	Non Essential	50734.95	7.0309	0.27	< 8	50-100 kDa	VFG049433(gb|WP_012303357)	26.899	1.31e-23	103	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autotransporter_outer_membrane_beta-barrel_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.328928	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Beta Barrel
WP_226537668	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	32759.89	8.4177	0.231	> 8	< 50 kDa	VFG044209(gb|WP_000722819)	25.843	5.05e-20	88.2	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	iron-siderophore_ABC_transporter_substrate-binding_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.679751	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537669	223682	FepD	ABC-type_Fe3+-siderophore_transport_system,_permease_component_[Inorganic_ion_transport_and_metabolism].	37.5	1.04e-48	170	COG0609	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	TM	11	0	10	0	20	0	DEG10470493	28.159	4.33e-24	103	Essential	69657.1	9.5265	0.198	> 8	50-100 kDa	VFG021787(gb|WP_013241312)	28.188	5.09e-23	100	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Fe(3+)-hydroxamate_ABC_transporter_permease_FhuB_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.397784	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_226537674	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24036.37	9.4173	0.176	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transposase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.272592	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537693	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9310.35	4.5388	0.574	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.609883	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537695	224108	RsuA	16S_rRNA_U516_pseudouridylate_synthase_RsuA_and_related_23S_rRNA_U2605,_pseudouridylate_synthases_[Translation,_ribosomal_structure_and_biogenesis].	40.5	1.61e-71	215	COG1187	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10580261	32.804	3.74e-26	100	Essential	26008.08	10.1288	0.201	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	pseudouridine_synthase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.250798	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537696	225507	HemX	Uncharacterized_conserved_protein_HemX_(no_evidence_of_involvement_in_heme_biosynthesis)_[Function_unknown].	43.343	1.25e-102	307	COG2959	R	R	E0E0E0	General_function_prediction_only	TM	1	0	1	0	1	0	DEG10550146	28.808	5.12e-22	97.1	Essential	48044.84	4.4395	0.582	< 8	< 50 kDa	VFG013635(gb|WP_010945526)	44.952	5.18e-106	321	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	uroporphyrinogen-III_C-methyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.422333	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_226537698	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	14364.65	9.9617	0.589	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2570_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.339226	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_226537699	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10050511	41.667	1.11e-15	64.3	Essential	8113.43	7.6702	0.188	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.315977	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_226537705	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10350479	52.273	8.36e-112	334	Essential	37671.76	6.5758	0.244	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	copper-containing_nitrite_reductase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.546857	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537706	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	13539.4	8.3836	0.409	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.648433	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537707	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9761.98	7.0123	0.472	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.695281	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537708	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16148.34	5.0018	0.423	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.510131	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537709	226245	MtlR	DNA-binding_transcriptional_regulator,_MltR_family_[Transcription].	36.31	3.53e-65	194	COG3722	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19543.51	4.6064	0.778	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MltR_family_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.251823	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537715	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10805.23	8.1012	0.361	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.41642	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537716	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	4970.61	10.0044	0.114	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537717	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	85820.78	9.8244	0.164	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_tail_tape_measure_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	OTHER	0.548397	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_226537721	227271	COG4935	Regulatory_P_domain_of_the_subtilisin-like_proprotein_convertases_and_other_proteases__[Posttranslational_modification,_protein_turnover,_chaperones].	27.976	1.75e-18	82.6	COG4935	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	0	0	1	0	0	0	DEG10560198	32.919	2.15e-06	52.8	Essential	244502.99	4.3468	0.474	< 8	> 100 kDa	VFG036677(gb|WP_014581653)	28.094	7.94e-21	100	Probable Virulence Factor	XP_040511917.1	27.642	9.14e-24	109	Gallus gallus	Host Homologue	S8_family_serine_peptidase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Extracellular	Exposed	OTHER	0.664249	Non-Adhesin	ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537722	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9272.21	4.5026	0.349	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.562616	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537726	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17081.62	10.2125	0.255	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.387689	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537728	225244	COG2369	Uncharacterized_conserved_protein,_contains_phage_Mu_gpF-like_domain_[Function_unknown].	28.74	5.65e-32	124	COG2369	X	X	9CFC9C	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	DEG10570405	28.758	5.02e-09	58.5	Essential	56418.81	9.2183	0.371	> 8	50-100 kDa	VFG042035(gb|WP_011003281)	30.4	1.1e-07	54.7	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_minor_head_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.249589	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537730	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	14392.66	9.9612	0.65	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2570_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.374937	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_226537731	226343	YdaE	D-lyxose_ketol-isomerase__[Carbohydrate_transport_and_metabolism].	29.24	1.52e-31	111	COG3822	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	21839.86	5.6342	0.664	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	D-lyxose/D-mannose_family_sugar_isomerase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.392022	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537733	226368	NarQ	Signal_transduction_histidine_kinase,_nitrate/nitrite-specific_[Signal_transduction_mechanisms].	35.632	1.13e-17	73.5	COG3850	T	T	FCFCAC	Signal_transduction_mechanisms	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	11218.17	9.9325	0.241	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	type_IV_pili_methyl-accepting_chemotaxis_transducer_N-terminal_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.523518	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_226537738	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	4372.21	9.0113	0.45	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	restriction_endonuclease_subunit_S_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537740	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11866.14	11.5664	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.275698	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537746	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10330258	35.326	1.07e-29	107	Essential	22041.56	6.1165	0.472	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_repressor_protein_CI_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.334566	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537747	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10255.87	9.9333	0.313	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein,_partial_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.369584	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537748	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	23117.08	5.5935	0.68	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Panacea_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.51316	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537776	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8306.56	8.7373	0.311	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_N-6-adenine-methyltransferase,_partial_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.701738	Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228516953	223360	Cmk	Cytidylate_kinase_[Nucleotide_transport_and_metabolism].	60.455	1.09e-113	322	COG0283	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140024	30.045	1.11e-33	120	Essential	26698.54	5.2016	0.569	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	(d)CMP_kinase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.35648	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228516995	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	18356.14	4.4676	0.582	< 8	< 50 kDa	VFG035891(gb|WP_001306803)	41.284	3.33e-22	87	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	integrating_conjugative_element_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.438431	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228517012	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10050511	46.875	1.33e-15	64.3	Essential	7841.17	8.7159	0.105	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.623623	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_228517031	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16290.52	7.865	0.258	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	TIGR03761_family_integrating_conjugative_element_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.580696	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228517046	226144	COG3617	Prophage_antirepressor__[Mobilome:_prophages,_transposons].	33.333	1.96e-43	140	COG3617	X	X	9CFC9C	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	DEG10050514	75	7.43e-65	197	Essential	24452.84	7.3462	0.402	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Bro-N_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.488999	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228517056	223539	WcaA	Glycosyltransferase_involved_in_cell_wall_bisynthesis_[Cell_wall/membrane/envelope_biogenesis].	36.522	2.95e-31	109	COG0463	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	GLOB	1	0	0	0	0	0	DEG10340163	27.358	1.37e-08	50.4	Essential	13666.48	4.6847	0.748	< 8	< 50 kDa	VFG013356(gb|WP_041174820)	51.042	5.07e-27	100	Probable Virulence Factor	XP_015143081.1	31.193	1.21e-07	50.1	Gallus gallus	Host Homologue	glycosyltransferase_family_2_protein,_partial_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.429019	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228518196	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	5607.37	7.1626	0.428	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228518198	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	5544.64	10.7587	0.441	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_228526670	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8957.21	8.5328	0.263	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.383182	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_233570732	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	2686.95	6.9659	0.0570000000000001	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	leader_peptide_SpeFL_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_243412667	225263	DeoR	DNA-binding_transcriptional_regulator_LsrR,_DeoR_family_[Transcription].	43.631	2.12e-115	333	COG2390	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10560301	28.889	1.04e-32	122	Essential	34735.53	8.0295	0.304	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcriptional_regulator_LsrR_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.31417	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_243412689	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19540.46	5.9917	0.375	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	restriction_endonuclease_subunit_S_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.377771	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_243412691	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	22202.52	5.3683	0.559	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HEPN_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.366084	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_245148612	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19984.12	5.733	0.603	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	SAM-dependent_DNA_methyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.33718	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_260771284	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	4821.83	10.62	0.871	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_261764757	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	4480.27	4.5909	0.799	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	-	Unknown	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
